comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
The name of this Test is `DeDupExampleTest.java` should be renamed.,0,0,0,0,19,3,0
@geoand `Build for Native Build JDK8 Linux` fails with the same issue...,0,2,0,0,14,3,0
"Ah OK :-)Would you mind, closing the PR then? Thanks, Fabian",0,3,0,0,11,5,0
Hi @balidani! I think it's still a bit confusing how this example works.,0,2,0,0,18,4,0
Good point.,0,0,0,0,16,1,0
Looks good to me. Will merge.,0,0,0,0,11,5,0
I would guess that a PartitionMap is used when multiple values should be somehow (in a non-deterministic way) aggregated. Otherwise one would (and should!) use a Map- or FlatMapFunction.,0,0,0,1,23,5,0
"I believe it is not a bug. I actually tried to simulate this behavior with my last commit. If you run this on Hadoop, the same message is shown. ",0,0,0,0,19,5,0
Done.,0,0,0,0,14,2,0
Implements #967 ,0,0,0,1,17,4,0
"Ok now I see why those setters. Well, I'd personally prefer a static factory method for this particular use case, ie. something like `EmitterBuildItem.from(name, annotation)` and final fields.",0,0,0,0,8,1,0
Will there remain both KEYCLOAK-16584 and KEYCLOAK-16118 commits? ,0,0,0,0,24,2,1
"This will be called only when a pattern is subscribed. At that time yes, what you are saying makes sense. However, in subsequent metadata updates the changes in NetworkClient is still needed as metadata will have topics that matched pattern and were added in last update. Makes sense?",0,0,0,0,2,3,0
"@guozhangwang In KAFKA-2388, I think the plan is to remove the ability to subscribe incrementally (instead you have to provide the full list), so this would be consistent if we end up accepting that proposal.",0,0,0,0,16,4,0
"So, while selecting broker at [selectBrokerForAssignment](https://github.com/bobbeyreese/pulsar/blob/6e491f3bad333d4c61ea1074ec3f6b9f6adddb45/pulsar-broker/src/main/java/com/yahoo/pulsar/broker/loadbalance/impl/ModularLoadManagerImpl.java#L504) it should read directly from the cache (as per your previous change) so, in that way cache is consistent in terms of selecting-broker and creating-lookupResult.",0,0,0,0,5,3,0
Done! Thanks for your review and comment.,0,0,0,0,1,2,0
Does this MR allow execution of batch pipeline (with BigQuery sinks) more than once i.e. fixes the limitation on Dataflow 1.x as per [here](https://cloud.google.com/dataflow/docs/templates/creating-templates#pipeline-io-and-runtime-parameters),0,4,0,0,9,1,0
JDK 11 tests seems to be failing - not sure if it's unrelated,0,0,0,0,9,5,0
Why do you need to change this? ,0,0,0,0,19,3,0
"Now that #2481 is done, everything is moved to the correct way. @cberner @martint ",0,1,0,0,23,2,0
"@jingshanglu The single-line comment like  /* */ conflicts with the syntax implied by the sharding hint, and I did not find a solution.",0,3,0,0,21,5,0
I have fixed the conflicts and made some other minor changes and force pushed a new version.,0,0,0,0,23,1,0
It would be nice to see if we can use some content negotiation code in Undertow. I don't know if there is any though.,0,1,0,0,2,3,0
Beam doesn't have instructions on how to run on Dataflow Service.,0,1,0,0,20,5,1
Merged build triggered. ,0,0,0,0,7,5,0
Extra blank line,0,4,0,0,22,2,0
"However, this does not fail the suite. Any pointers?",0,1,0,0,9,1,0
"Let @vmuzikar confirm, but I think that this PR contains the agreed path forward:https://github.com/DGuhr/keycloak/pull/9/files",0,0,0,0,15,3,0
on Windows OSes?,0,0,0,0,11,4,0
I think this method can be implemented in the base class,0,0,0,0,12,1,0
"OKay, for case 1) I think it is okay to not exposing such APIs, and as long as that is not exposed users will not get surprises using it. Thanks for the clarifying. LGTM.",0,0,0,1,13,5,0
Is the `OneInputStreamOperatorTestHarness` starting a thread in the background emitting watermarks?,0,0,0,0,9,4,0
Added tests.,0,1,0,0,2,2,0
"Hi @totalo, Could the `queryWithCipherColumn` be inherited and overrided if it is set at the global?",0,0,0,0,23,1,0
"This is consistent with other parts, but I would suggest to adopt the following style: When defining a method without parenthesis (suggesting it could transparently be a variable), it should not be called like a method. So this one should rather be called `def executionEnvironment: StreamExecutionEnvironment = ...`",0,1,0,0,24,2,0
"Cool, thanks @rmetzger. Will merge it  today.",0,4,0,1,24,2,0
"@balidani,",0,1,0,0,6,2,0
"@DGuhr the changes you did can't make the model test fail, so this was a rare and unfortunate glitch, some test ran into a timeout when writing things into H2 and Infinispan.On main, this usually runs with out problems (see https://github.com/keycloak/keycloak/pull/12217 for an example), please run again (ideally after a rebase on main).",0,1,0,0,17,5,0
`ServiceConfiguration config = new ServiceConfiguration()`,0,0,0,0,12,3,0
"The other 2 travis failures looked to be an outright failure due to trouble connecting to maven, and another was a test timeout related to the same problem.",0,0,0,0,14,1,0
"The more I think about it, I don't think a async version is possible without a reliable way to know you've reached the end of the topic, which we won't have until #937 complete. I guess we can do it once #1066 is in.",0,0,0,0,1,4,0
validate this value.,0,0,0,0,24,1,0
I think all the other connectors that don't do this are wrong,0,0,0,1,9,3,1
"Hi @vasia ,In essence the `difference` method is just a fancy way of removing vertices, right?When you remove a vertex, you also remove the edge for which it was a source/target.Since the add/remove vertices methods work just for lists and collect is ""unsafe"", we mutually agreed to overload `removeVertices` to work for data sets. This way you would duplicate the least amount of code. Otherwise, you would take the exact code in the DataSet removeVertices and duplicate it in difference. That's not very practical IMO.Also, it may occur that a user has a DataSet of elements to remove. An extra removeVertices won't really hurt then, would it? But if you have suggestions on how to improve this, we are more than eager to hear about them :)-Andra",0,0,0,0,6,3,0
Run Dataflow RunableOnService,0,0,0,0,9,1,0
"I would assume that the output card is more likely to be around 1 \* DOP, but this is just a gut feeling ;-)",0,0,0,0,7,3,0
@fhueske @uce ok guys. I'd love to continue working on it hopefully very soon. So I'll open a new issue on JIRA or discuss with @fhueske . :),0,4,0,0,24,2,0
@hachikuji that makes sense and I actually [suggested](https://issues.apache.org/jira/browse/KAFKA-2275?focusedCommentId=14634080&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-14634080) the same even for listTopics patch. Is my understanding correct that what you are suggesting is similar to my suggestion on listTopics JIRA? ,0,2,0,1,12,1,0
How do I access that? I've added a task to change it to namespace configured.,0,1,0,0,16,3,1
Test failures seem related to the change.,0,1,0,0,9,3,0
It's better to share `StandardPipelineTableMetaDataLoader` instance to reduce meta data loading time.And also another `getPipelineTableMetaData` method.,0,1,0,0,21,1,0
"In any case, even if not, I think it doesn't matter in this case.",0,0,0,0,15,2,0
"Yeah, it will be hard to test. Just want to be sure the server side change from disconnecting is handled well in the clients packaged in Kafka (Java and Scala). It may be something that a systest can help better test. I am okay if its tracked in a separate jira if its difficult to do here.",0,0,0,0,19,2,0
"I tested it with Java 8 lambda today. ASM 4.x doesn't support Java 8. ASM 5 works as expected. I also checked other module that contains ASM dependency. It turns out that only `flink-scala` has a dependency to ASM 4.0, but I can't find a place that this library is used.  Does anyone know where is this library used?",0,0,0,0,15,3,0
[kafka-trunk-git-pr #374](https://builds.apache.org/job/kafka-trunk-git-pr/374/) FAILURE,0,1,0,0,21,3,0
move the field to the top of the class? Note that we keep a static cache of the generated constructors for each invoke so we don't need to regenerate it?,0,0,0,0,20,3,0
May be can refer to : https://shardingsphere.apache.org/document/current/cn/overview/,0,0,0,0,18,1,1
I think this behavior (validate + throw) is better as it doesn't force all consumers to do their own validation. ,0,1,0,0,10,1,0
"this `host(...)` method could probably be removed now, given that we can directly use `config.getBindAddress()` which defaults to a non-null value.",0,1,0,0,19,5,0
Going to wait for #1066 so the algorithm can be made async.,0,0,0,0,16,3,0
Also see my comment above about re-using the input function instead of having this combine function,0,3,0,0,17,3,0
Copying response from similar comment above.,0,3,0,0,19,1,0
"yes. Perhaps this could be extended in the future to allow a user to specify how to extract the key from a custom data type, but would depend on the schema stuff that's also happening now.",0,0,0,0,1,1,0
Already handled by #892 ,0,2,0,0,21,4,0
done. Out of curiosity - why is joda time better?,0,1,0,0,13,3,0
"fixed, I hesitated on this one when I copy/paste from Emmanuel's suggestion ... should have more convidence on y poor english ;)",0,0,0,0,9,5,0
"> All existing clients should be able to handle this gracefully without any alterations to the code, while updated clients supporting the proposals in this KIP can handle the empty response accordingly by returning a ""Request not supported by server"" error the application.",0,4,0,0,15,2,0
```suggestion== Set up Kubernetes Cluster```,0,2,0,0,17,4,1
"This if-ladder is partly why we shouldn't switch to use integer indices for these. A class or enum that can be added to a list is much better (it doesn't tie code generation as closely together with the parameters, which makes it much more extensible).",0,0,0,0,24,2,0
"I don't understand how the condition bigger than `Long.MIN_VALUE` guards against overflows? What if you calculate `1 - (Long.MIN_VALUE - 1)`, then you would have an overflow.",0,0,0,0,18,3,0
"@param extra Factory for producing extra parameter objects, if necessary.",0,4,0,0,14,3,0
I could review this PR again and check it in once it gets rebased / updated.,0,0,0,0,1,4,0
"What I meant was that e.g. ""Created: {date}"" is vertically aligned and it looks great whereas ""Credential is not set up."" is not. But thinking about this more, I think it can be either way (centered or not centered).",0,0,0,0,10,2,0
should we add the documentation?,0,0,0,0,9,3,0
"We should add a couple more checks: that calling `wasNull()` works for both the ordinal and named getters, and changing the order so it checks `x`, `z`, `y` (so false, true, false).",0,1,0,0,8,5,0
"Yes, let's please try to use concise and descriptive names. `UnsupportedVersionException` sounds good to me, personally.",0,1,0,0,3,2,0
@ijuma Please take a look.thanks.,0,0,0,0,22,1,0
"@kennknowles I'm a bit confused what you're asking: the current PR has been tested using `ValidatesRunner` tests - just that its `ValidatesRunner` tests explicitly force to execute themselves in streaming mode (create a `TestPipeline` with `options.setStreaming(true)`) - so the PR will have continuous test coverage, it's just implemented a bit ickily.",0,2,0,0,23,2,0
"Makes sense, +1 for building the releases with openjdk6 (half of the code is compiled by the Scala Compiler anyways)",0,0,0,0,6,2,0
New method parameter not added to JavaDocs,0,0,0,0,10,5,0
